drug,drug_class,target,activity,activity_recoded,ki_lower_nm,ki_upper_nm,modelled_ki_nm,ki_is_range,log10_ki_nm,pKi
Olanzapine,Atyical antipsychotic,β2,Antagonist,Antagonist,,10000,10000,False,4,5
Olanzapine,Atyical antipsychotic,M1,Antagonist,Antagonist,2.5,73,13.5092560861063,True,1.13063143439625,7.86936856560375
Olanzapine,Atyical antipsychotic,M2,Antagonist,Antagonist,48,622,172.788888531641,True,2.2375158110332,6.7624841889668
Olanzapine,Atyical antipsychotic,M3,Antagonist,Antagonist,13,126,40.4722126896961,True,1.6071569487122,7.3928430512878
Olanzapine,Atyical antipsychotic,M4,Antagonist,Antagonist,10,350,59.1607978309962,True,1.77203402217514,7.22796597782486
Olanzapine,Atyical antipsychotic,M5,Antagonist,Antagonist,6,82,22.1810730128188,True,1.34598255138368,7.65401744861632
Olanzapine,Atyical antipsychotic,H1,Antagonist,Antagonist,0.65,4.9,1.78465682975747,True,0.251554718335685,8.74844528166432
Olanzapine,Atyical antipsychotic,H2,Antagonist,Antagonist,,44,44,False,1.64345267648619,7.35654732351381
Olanzapine,Atyical antipsychotic,H3,Antagonist,Antagonist,,3713,3713,False,3.56972494922616,5.43027505077384
Olanzapine,Atyical antipsychotic,H4,Antagonist,Antagonist,,10000,10000,False,4,5
Olanzapine,Atyical antipsychotic,σ1,Ligand,Ligand,,5000,5000,False,3.69897000433602,5.30102999566398
Olanzapine,Atyical antipsychotic,hERG,Blocker,Antagonist,,6013,6013,False,3.7790912038455,5.2209087961545
Olanzapine,Atyical antipsychotic,VGSC,Blocker,Antagonist,,5000,5000,False,3.69897000433602,5.30102999566398
Olanzapine,Atyical antipsychotic,VDCC,Blocker,Antagonist,,10000,10000,False,4,5
