gtp_ligand_id,target_uniprot,standard_type,chembl_activity_count,chembl_standard_value_median,chembl_standard_units_set,chembl_confidence_median,chembl_pchembl_median,chembl_doc_id_set
1,P08908,EC50,1,6.607,nM,8.0,8.18,2759
1,P08908,Efficacy,2,50.0,%,8.0,,2759
100,O35505,IC50,2,1300.0,nM,9.0,5.89,91842|91874
100,O60840,IC50,1,3500.0,nM,4.0,5.46,91875
100,Q01668,IC50,1,3500.0,nM,4.0,5.46,91875
100,Q12809,IC50,3,35.48,nM,9.0,7.45,16592|20904|91842
100,Q13698,IC50,1,3500.0,nM,4.0,5.46,91875
100,Q13936,IC50,2,2410.0,nM,6.5,5.67,91874|91875
100,Q14524,IC50,1,1830.0,nM,9.0,5.74,91842
100,Q9R0C9,IC50,1,750.0,nM,8.0,6.12,11576
10007,Q9UNQ0,IC50,1,5.0,nM,8.0,8.3,64378
10009,P23385,EC50,1,356.0,nM,9.0,6.45,93756
10009,Q13255,EC50,2,390.0,nM,9.0,6.41,93756|98883
10009,Q14833,EC50,1,10000.0,nM,9.0,,98883
10019,O60840,IC50,1,1900.0,nM,4.0,5.72,91875
10019,Q01668,IC50,1,1900.0,nM,4.0,5.72,91875
10019,Q12809,IC50,2,197.765,nM,8.5,6.705,16592|20904
10019,Q13698,IC50,1,1900.0,nM,4.0,5.72,91875
10019,Q13936,IC50,1,1900.0,nM,4.0,5.72,91875
10027,P13922,IC50,6,4750.0,nM,8.0,5.43,17662
10027,Q5QD14,EC50,1,10000.0,nM,9.0,,103623
10031,Q9EPB7,EC50,2,240.5,nM,9.0,6.97,118544|128865
10031,Q9EPB7,Emax,1,535.0,%,9.0,,118544
10031,Q9GZN0,EC50,5,46.77,nM,9.0,7.33,118544|123624|128865
10031,Q9GZN0,Emax,2,101.5,%,9.0,,118544|123624
10039,P29990,IC50,1,40550.0,nM,8.0,,51887
10040,P35372,EC50,1,0.0049,nM,9.0,,113494
10043,Q9NQS5,IC50,1,10000.0,nM,9.0,,117535
10045,P51449,EC50,1,21.0,nM,9.0,7.68,131267
10058,P20272,EC50,1,10000.0,nM,9.0,,106983
10058,P21554,EC50,1,10000.0,nM,9.0,,106983
10058,P34972,EC50,1,6.2,nM,9.0,8.21,106983
10058,P34972,Emax,1,106.0,%,9.0,,106983
10058,Q9QZN9,EC50,1,7.6,nM,9.0,8.12,106983
10058,Q9QZN9,Emax,1,100.0,%,9.0,,106983
10061,P35414,EC50,1,0.23,nM,9.0,9.64,121194
10078,P51449,IC50,1,4.0,nM,9.0,8.4,131267
1009,P24530,IC50,4,2.67,nM,9.0,8.719999999999999,115269|130984
1009,P25101,IC50,3,3600.0,nM,9.0,5.405,115269|130984
1009,P26684,IC50,1,700.0,nM,9.0,,130984
10100,O02662,EC50,1,11.0,nM,9.0,7.96,98313
10100,P13945,EC50,2,1.35,nM,9.0,8.88,98313
10100,P26255,EC50,2,104.0,nM,9.0,6.99,98313
10100,Q28524,EC50,2,3.835,nM,9.0,8.695,98313
10102,Q12809,IC50,2,352.405,nM,9.0,6.455,16592|20904
10106,P51681,IC50,1,3.0,nM,9.0,8.52,109114
10114,P30935,IC50,2,0.46,nM,9.0,9.34,66774|83997
10114,P32745,EC50,1,0.95,nM,9.0,9.02,98598
10114,P32745,IC50,3,0.95,nM,9.0,9.02,66774|83997|92524
10129,P08172,IC50,1,46.88,nM,9.0,7.33,128647
10135,P31423,EC50,2,195.99,nM,9.0,6.71,117166
10135,P31423,Emax,1,123.0,%,9.0,,117166
10135,Q14833,EC50,1,65.0,nM,9.0,7.19,117166
1014,P32249,IC50,1,2494.12,nM,9.0,5.6,128647
1014,Q99527,EC50,3,2.0,nM,9.0,8.7,108557|52305|74824
10143,P35398,IC50,1,900.0,nM,9.0,6.05,131267
10143,P51449,IC50,1,110.0,nM,9.0,6.96,131267
10143,Q92753,IC50,1,1100.0,nM,9.0,5.96,131267
10144,P51449,IC50,2,270.0,nM,9.0,6.5,131267|51887
1015,P03372,IC50,4,2.235,nM,5.0,8.865,20127|3914
1015,Q92731,IC50,3,4.0,nM,5.0,8.4,20127
10159,Q13936,IC50,2,9350.0,nM,8.0,5.085,91874
10160,P08183,IC50,1,18000.0,nM,8.0,4.75,64688
10160,P22002,IC50,1,1.04,nM,5.0,8.98,9932
10160,P27732,IC50,1,1.04,nM,5.0,8.98,9932
10160,Q02485,IC50,1,1.04,nM,5.0,8.98,9932
10165,P25025,IC50,1,22.0,nM,9.0,7.66,128289
10166,Q8TDV5,EC50,4,45.45,nM,9.0,7.734999999999999,107673|116207|130624|83172
10166,Q8TDV5,Efficacy,1,100.0,%,9.0,,83172
10166,Q8TDV5,Emax,1,113.0,%,9.0,,116207
10169,Q9Y5Y4,Emax,1,-15.0,%,9.0,,60085
10171,Q9NQS5,EC50,13,2918.0,nM,9.0,5.54,124507|128223|129525
10171,Q9NQS5,IC50,5,54.0,nM,9.0,7.27,117535|124507|97167
10172,O35505,IC50,1,5600.0,nM,9.0,5.25,94011
10172,P08183,EC50,1,14400.0,nM,8.0,4.84,64475
10172,P22002,IC50,1,5200.0,nM,9.0,5.28,91874
10180,P21731,IC50,1,25000.0,nM,9.0,,73836
10180,P34995,IC50,1,25000.0,nM,9.0,,73836
10180,P43115,IC50,1,25000.0,nM,9.0,,73836
10180,Q9Y5Y4,IC50,2,55.0,nM,9.0,7.31,73836
10190,P29274,IC50,6,83.25,nM,9.0,7.08,118342|122050|128190
10193,P29274,IC50,1,25.0,nM,9.0,7.6,118342
10196,P35400,IC50,3,347.0,nM,9.0,6.46,113939|122779
102,P08908,IC50,1,9929.0,nM,9.0,5.0,128840
102,P08913,IC50,2,12.15,nM,9.0,7.925,128840
102,P18089,IC50,1,86.6,nM,9.0,7.06,128840
102,P18825,IC50,1,7.7,nM,9.0,8.11,128840
102,P19328,IC50,1,165.0,nM,4.0,6.78,8229
102,P22086,IC50,1,165.0,nM,4.0,6.78,8229
102,P22909,IC50,1,165.0,nM,4.0,6.78,8229
102,P23975,IC50,1,20000.0,nM,8.0,,13605
102,P35348,IC50,1,1403.0,nM,9.0,5.85,128840
10206,P46093,IC50,2,68.5,nM,9.0,7.165,107566
10206,Q15743,IC50,1,20000.0,nM,9.0,,107566
10206,Q4KLH9,IC50,1,1840.0,nM,9.0,5.74,107566
10206,Q8BUD0,IC50,1,530.0,nM,9.0,6.28,107566
10206,Q8IYL9,IC50,1,20000.0,nM,9.0,,107566
10207,P46093,IC50,1,67.0,nM,9.0,7.17,99416
10207,Q8IYL9,IC50,1,10000.0,nM,9.0,,99416
1022,P21462,EC50,4,6.8435,nM,8.5,8.215,128647|129212|13810|47771
1022,P25089,EC50,1,1900.0,nM,8.0,5.72,47771
1022,P25090,EC50,2,13550.0,nM,8.5,4.93,129212|47771
1022,P33766,EC50,1,23000.0,nM,9.0,4.64,129212
10222,Q924U1,EC50,1,36.0,nM,9.0,7.44,101273
10222,Q969F8,EC50,1,5.2,nM,9.0,8.28,101273
10229,O61059,IC50,1,12000.0,nM,9.0,,91873
10229,O77239,IC50,1,1000.0,nM,9.0,,84179
10229,O96214,IC50,1,1000.0,nM,9.0,,84179
10229,O97467,IC50,1,12000.0,nM,8.0,,91873
10229,P11166,IC50,1,12000.0,nM,8.0,,91873
10229,P62344,IC50,1,1000.0,nM,9.0,,84179
10229,Q25917,IC50,1,1000.0,nM,9.0,,84179
10229,Q8I5R7,IC50,1,2500.0,nM,8.0,,84179
10229,Q8IBS5,IC50,1,1000.0,nM,8.0,,84179
10229,Q8IDJ8,IC50,1,2500.0,nM,8.0,,84179
10230,Q9H1C0,IC50,3,38.0,nM,9.0,7.42,127303
10237,P31422,IC50,2,390.525,nM,9.0,6.41,93499
10237,P31424,EC50,2,30811.39,nM,9.0,,93499
10238,O00222,EC50,3,930.0,nM,8.0,,51887
10238,O15303,EC50,1,390.0,nM,8.0,,51887
10238,P35400,EC50,2,1500.0,nM,9.0,5.82,106864|112159
10238,P41594,EC50,1,350.0,nM,8.0,,51887
10238,P70579,EC50,2,915.0,nM,9.0,6.04,106864|112159
10238,Q13255,EC50,1,310.0,nM,8.0,,51887
10238,Q14416,EC50,1,370.0,nM,8.0,,51887
10238,Q14831,EC50,3,16200.0,nM,8.0,,51887
10238,Q14832,EC50,1,180.0,nM,8.0,,51887
10238,Q14833,EC50,5,3430.0,nM,8.0,5.48,106864|112159|51887
10239,P35400,EC50,2,146.0,nM,9.0,6.84,106864|112159
10239,P70579,EC50,2,125.0,nM,9.0,6.9,106864|112159
10239,Q14833,EC50,2,108.0,nM,9.0,6.97,106864|112159
1024,O35505,IC50,1,2000.0,nM,9.0,5.7,91874
1024,O95342,IC50,2,7650.0,nM,8.0,5.115,64449
1024,P04351,IC50,1,5.0,nM,8.0,8.3,13025
1024,P06795,IC50,2,700.0,nM,8.0,6.16,17494
1024,P08183,EC50,1,600.0,nM,8.0,6.22,16651
1024,P08183,IC50,13,1700.0,nM,8.0,5.77,15505|17494|64441|64447|64823
1024,P21447,IC50,2,4800.0,nM,8.0,5.32,17494
1024,P62937,IC50,1,2.0,nM,8.0,8.7,6012
1024,Q14973,IC50,1,1000.0,nM,8.0,6.0,64025
10245,Q91WC9,IC50,2,71.5,nM,9.0,,51887
10256,Q695T7,IC50,3,370.0,nM,9.0,6.43,131267
1026,P56373,IC50,2,0.0282,nM,9.0,10.32,36638
10263,O43613,IC50,2,2183.235,nM,9.0,5.755,51887
10263,O43614,IC50,2,69400.0,nM,8.0,,51887
10267,O75899,EC50,1,1900.0,nM,7.0,5.72,72179
10267,O75899,Efficacy,1,149.0,%,7.0,,92996
10267,Q9UBS5,EC50,1,1900.0,nM,7.0,5.72,72179
10267,Q9UBS5,Efficacy,1,149.0,%,7.0,,92996
10269,P25116,IC50,2,4081.0,nM,9.0,,121328|129370
10269,P55085,IC50,1,1000.0,nM,9.0,,121328
10269,Q96RI0,EC50,1,0.43,nM,9.0,9.37,97147
10269,Q96RI0,IC50,6,0.85,nM,9.0,9.075,119452|121328|124212|129370|97147
10272,P20272,EC50,5,17.0,nM,9.0,7.77,112475
10272,P20272,Emax,4,91.0,%,9.0,,112475
10272,P21554,EC50,8,154.0,nM,9.0,6.875,112096|112475|117405|122252
10272,P21554,Emax,7,99.62,%,9.0,,112096|112475|117405|122252
10273,P34972,EC50,3,10000.0,nM,9.0,8.42,120457|124236
10273,P34972,Emax,3,2.5,%,9.0,,120457|124236
10274,O75762,EC50,1,830.0,nM,9.0,6.08,51267
10277,O43613,EC50,2,1787.0,nM,9.0,5.82,121453|93588
10277,O43613,Emax,2,69.5,%,9.0,,121453|93588
10277,O43614,EC50,1,165.0,nM,9.0,6.78,121453
10277,O43614,Emax,2,97.0,%,9.0,,121453|93588
10279,Q00987,EC50,1,12310.0,nM,9.0,4.91,51887
10288,Q9QUQ5,EC50,1,2985.3,nM,9.0,,51887
10290,Q9QUQ5,EC50,1,596.0,nM,9.0,,51887
10293,O75762,EC50,1,59.0,nM,9.0,7.23,51267
10298,P22002,IC50,1,100000.0,nM,9.0,4.0,94011
10309,P21453,EC50,1,0.05,nM,9.0,,102249
10310,Q99500,IC50,1,470.0,nM,9.0,6.33,129898
10312,O95977,IC50,1,25.0,nM,9.0,7.6,57728
10314,P04629,IC50,1,5.0,nM,9.0,,124766
10314,Q16288,IC50,1,5.0,nM,9.0,,124766
10314,Q16620,IC50,1,5.0,nM,9.0,,124766
10315,P43116,EC50,3,1.1,nM,9.0,8.96,110891|130478
10328,P56726,IC50,1,484.0,nM,9.0,6.32,65729
10328,Q62226,EC50,1,500.0,nM,9.0,6.3,47183
10328,Q62226,IC50,2,806.0,nM,9.0,6.199999999999999,48767|58202
10328,Q99835,IC50,1,300.0,nM,9.0,6.52,61928
10331,Q62226,IC50,1,97.9,nM,9.0,7.01,48767
10333,P56726,IC50,1,2.4,nM,9.0,8.62,109602
10333,Q99835,IC50,1,400.0,nM,9.0,6.4,122486
10339,O61059,IC50,1,23000.0,nM,9.0,,91873
10339,O97467,IC50,1,11452.0,nM,8.0,4.94,91873
10339,P11166,IC50,1,16313.0,nM,8.0,4.79,91873
10346,O15439,IC50,1,10000.0,nM,8.0,5.0,64497
10346,O15440,IC50,1,40000.0,nM,8.0,4.4,64497
10346,P33527,IC50,1,400.0,nM,8.0,6.4,64625
10346,Q63120,IC50,1,2620.0,nM,8.0,5.58,64661
10346,Q92887,IC50,1,4000.0,nM,8.0,5.4,64571
10348,P32249,IC50,1,3060.7,nM,9.0,5.51,128647
10356,P47872,EC50,4,76.795,nM,9.0,7.17,127269
10356,P47872,Emax,5,116.54,%,9.0,,127269
10356,Q62226,EC50,1,1000.0,nM,9.0,6.0,52299
10364,P10520,EC50,2,150000.0,nM,8.0,,51887
10364,P63165,IC50,2,36445.0,nM,9.0,,51887
10376,P34998,EC50,1,40.0,nM,9.0,7.4,58731
10376,P35353,EC50,1,40.0,nM,9.0,7.4,58731
10378,P34998,IC50,1,100.0,nM,9.0,7.0,54126
10379,P35353,IC50,1,129.0,nM,9.0,6.89,47071
10379,P35414,IC50,1,10000.0,nM,9.0,,128647
10379,Q8TDV5,EC50,1,10000.0,nM,9.0,,128647
10390,P07550,IC50,1,4677.38,nM,9.0,5.33,128647
10390,P08913,IC50,1,160.75,nM,9.0,6.79,128647
10405,P53985,IC50,1,85.0,nM,9.0,7.07,131267
10408,P32245,EC50,6,0.8452500000000001,nM,9.0,9.225,105788|121651|122804|62939
10408,P33032,IC50,1,199.53,nM,9.0,6.7,122804
10408,P41968,EC50,3,0.6761,nM,9.0,9.17,105788|121651|122804
10408,Q01726,EC50,3,0.07762,nM,9.0,10.11,105788|121651|122804
10416,P07550,IC50,1,10000.0,nM,9.0,,128647
10416,P25024,IC50,1,10000.0,nM,9.0,,72167
10416,P25025,IC50,1,10000.0,nM,9.0,,72167
10416,P32246,IC50,1,10000.0,nM,9.0,,72167
10416,P41597,IC50,1,10000.0,nM,9.0,,72167
10416,P43220,IC50,1,10000.0,nM,9.0,,128647
10416,P46092,IC50,1,10000.0,nM,9.0,,72167
10416,P49238,IC50,1,10000.0,nM,9.0,,128647
10416,P49682,IC50,1,10000.0,nM,9.0,,72167
10416,P51679,IC50,2,27.3,nM,9.0,7.615,61639|72167
10416,P51681,IC50,1,6309.57,nM,9.0,5.2,72167
10416,P51685,IC50,1,10000.0,nM,9.0,,72167
10416,P61073,IC50,1,10000.0,nM,9.0,,72167
10416,Q5NUL3,EC50,1,4114.12,nM,9.0,5.39,128647
10416,Q5T601,EC50,1,10000.0,nM,9.0,,128647
10416,Q9Y6L6,IC50,1,398.11,nM,9.0,6.4,72167
10417,P51679,IC50,1,40.0,nM,9.0,7.4,112057
10422,P29371,IC50,1,500.83,nM,9.0,6.3,130590
10431,P35372,EC50,3,10000.0,nM,9.0,,111816|117545|121597
10431,P41595,IC50,1,4700.0,nM,9.0,5.33,65948
10432,P29597,IC50,2,11.0,nM,9.0,7.970000000000001,128650
10436,O15439,IC50,1,10000.0,nM,8.0,5.0,64497
10436,O15440,IC50,1,30000.0,nM,8.0,4.52,64497
10442,Q96RI0,IC50,4,2.41,nM,9.0,8.62,113379|124212|97233
10443,P29274,IC50,1,313.0,nM,9.0,6.5,113389
10443,P29275,EC50,1,1000.0,nM,9.0,,113389
10443,P29275,Efficacy,1,7.0,%,9.0,,113389
10443,P30542,EC50,1,1.43,nM,9.0,8.85,113389
10443,P30542,Emax,1,35.0,%,9.0,,113389
10444,P30518,EC50,2,350.5,nM,9.0,6.785,108525
10444,P30518,Emax,2,99.0,%,9.0,,108525
10444,P30559,EC50,3,55.0,nM,9.0,7.26,108525
10444,P30559,Emax,3,77.0,%,9.0,,108525
10444,P37288,Emax,1,5.0,%,9.0,,108525
10444,P37288,IC50,3,2200.0,nM,9.0,5.66,108525
10444,P97926,EC50,1,18.0,nM,9.0,7.75,108525
10444,P97926,Emax,1,95.0,%,9.0,,108525
10452,P41145,EC50,1,410.0,nM,9.0,6.39,127551
10454,Q96RJ0,EC50,3,21.08,nM,9.0,7.68,121679|129158
10454,Q96RJ0,Emax,2,104.5,%,9.0,,121679|129158
10455,Q8K4Z4,EC50,1,6.2,nM,9.0,8.21,45997
10455,Q8K4Z4,Emax,1,105.0,%,9.0,,45997
1046,P25090,EC50,1,300.0,nM,9.0,6.52,129212
1049,O14842,EC50,5,3162.28,nM,9.0,5.5,109797|45339|62697|98841
1049,O14842,Efficacy,1,88.0,%,9.0,,62697
1049,O14842,Emax,1,100.0,%,9.0,,109797
1049,P04054,IC50,1,22300.0,nM,8.0,4.65,51887
1049,Q5NUL3,EC50,2,2917.9700000000003,nM,9.0,5.535,45339|62697
1049,Q5NUL3,Efficacy,1,99.0,%,9.0,,62697
1049,Q9Y4P1,IC50,1,15300.0,nM,9.0,4.82,51887
1050,O14842,EC50,21,64.57,nM,9.0,7.245,106986|108976|118497|120056|129308|30972|36073|36314|45864|49544|57484|58992|62697|83858
1050,O14842,Efficacy,2,94.5,%,9.0,,57484|62697
1050,P30679,EC50,1,48.0,nM,7.0,7.32,129308
1050,Q5NUL3,EC50,4,3331.1400000000003,nM,9.0,5.5,108976|118497|128647|62697
1050,Q5NUL3,Efficacy,1,102.0,%,9.0,,62697
1050,Q8K3T4,EC50,1,99.0,nM,9.0,7.0,83858
10504,Q64663,IC50,1,251.19,nM,9.0,6.6,53546
10504,Q99572,IC50,1,3.162,nM,9.0,8.5,53546
10506,P07550,Emax,1,30.0,%,9.0,,111222
10506,P08588,Emax,1,30.0,%,9.0,,111222
10506,P14416,Emax,1,30.0,%,9.0,,111222
10506,P21728,EC50,3,2.3,nM,9.0,8.64,111222|112256
10506,P21728,Emax,3,79.7,%,9.0,,111222|112256
10506,P21918,EC50,1,10000.0,nM,9.0,,111222
10506,P21918,Emax,1,50.0,%,9.0,,111222
10506,P50406,Emax,1,30.0,%,9.0,,111222
10506,Q61616,EC50,1,62.1,nM,9.0,7.21,111222
10506,Q61616,Emax,1,53.0,%,9.0,,111222
1051,O14842,EC50,2,23850.0,nM,9.0,4.6850000000000005,65515|99851
1051,O14842,Efficacy,1,67.0,%,9.0,,65515
1051,Q8TDS5,IC50,1,2000.0,nM,9.0,5.7,76798
10515,P08172,IC50,1,8900.0,nM,9.0,5.05,124576
10515,P08913,IC50,1,9600.0,nM,9.0,5.02,124576
10519,Q9BXA5,IC50,2,55.055,nM,9.0,7.335,119299|126785
1052,O14842,EC50,7,1800.0,nM,9.0,5.75,109719|113964|127202|45526
1052,O14842,Emax,1,100.0,%,9.0,,113964
1052,Q5NUL3,EC50,1,316.23,nM,9.0,6.5,90203
1053,O14842,EC50,1,1220.0,nM,9.0,5.91,129308
1055,O60603,IC50,1,5000.0,nM,9.0,5.3,30844
1055,Q9H255,EC50,1,9.8,nM,9.0,8.01,114716
10557,P35414,EC50,3,0.2,nM,9.0,9.7,110834
10557,Q9JHG3,EC50,2,21.56,nM,9.0,8.645,110834
1056,P23204,EC50,1,3000.0,nM,9.0,,47370
1056,P37231,EC50,60,89.13,nM,9.0,7.05,10|131267|14745|15797|16829|20402|20687|30038|30142|30317|30667|31433|31451|31706|3457|34927|34936|35939|36781|36809|37259|37354|37458|37518|37656|37706|38094|38476|42642|44023|44580|4592|46237|46546|46826|47054|47370|48031|48492|49305|50478|50692|50738|51854|5529|55636|5710|57662|57844|57950|60917|60970|6149|62802|67078
1056,P37231,Efficacy,3,100.0,%,9.0,,15988|36781|51854
1056,P37231,Emax,8,102.0,%,9.0,,50692|54606|57844|60917|60970
1056,P37238,EC50,2,68.0,nM,9.0,7.17,13771|15797
1056,Q03181,EC50,4,6500.0,nM,8.5,,46237|5529|5710|57662
1056,Q03181,Efficacy,1,20.0,%,9.0,,31706
1056,Q07869,EC50,22,10000.0,nM,9.0,5.39,16829|30038|34927|34936|36781|36809|37518|37656|38327|38476|42642|44580|46237|47054|47370|49305|50478|50738|5529|5710|57662
1056,Q07869,Efficacy,3,20.0,%,9.0,,15988|31706|36781
1058,O14843,EC50,1,12000.0,nM,9.0,4.92,105078
1058,O15552,EC50,1,250000.0,nM,9.0,,105078
1058,O15552,Efficacy,1,100.0,%,9.0,,49512
1058,O15552,IC50,1,120000.0,nM,9.0,,49512
10583,K9N7C7,IC50,1,10000.0,nM,8.0,,115086
10583,P03070,IC50,1,13910.0,nM,9.0,,51887
10583,P0DTD1,IC50,1,30.0,nM,9.0,7.52,115086
10583,P10520,EC50,1,1519.0,nM,8.0,5.82,51887
10583,P11413,IC50,1,13200.0,nM,8.0,4.88,51887
10583,P19367,EC50,1,41900.0,nM,9.0,4.38,51887
10583,P32897,IC50,1,880.0,nM,9.0,6.06,51887
10583,P49407,IC50,1,1524.0,nM,8.0,,51887
10583,P63073,IC50,1,1150.0,nM,8.0,,51887
10583,P87108,IC50,2,5290.0,nM,9.0,5.62,51887
10583,Q2TB90,EC50,1,38800.0,nM,9.0,4.41,51887
10583,Q9BHT9,IC50,3,13500.0,nM,8.0,4.87,51887
10585,P41597,EC50,6,25.560000000000002,nM,9.0,7.59,110842
10585,P41597,Emax,3,75.0,%,9.0,,110842
10585,P51681,EC50,6,7.244,nM,9.0,8.14,110842
10585,P51681,Emax,3,56.0,%,9.0,,110842
10587,Q92633,EC50,1,240.0,nM,9.0,6.62,115913
10587,Q92633,Emax,1,118.0,%,9.0,,115913
10589,P41180,IC50,1,76.0,nM,8.0,7.12,45424
1059,O14843,EC50,1,12000.0,nM,9.0,4.92,105078
10595,Q16581,IC50,2,10.0,nM,9.0,8.0,112513
10597,Q14164,IC50,1,74.0,nM,9.0,7.13,124766
10597,Q9UHD2,IC50,1,74.0,nM,9.0,7.13,124766
106,P28221,EC50,1,68.0,nM,8.0,7.17,1558
10600,Q6RI86,EC50,1,12000.0,nM,9.0,4.92,51267
10615,P37288,IC50,4,3.0,nM,9.0,8.52,117262|119211|121897|129435
1062,O14843,EC50,3,11748.98,nM,9.0,4.93,105078|113335
1062,O15552,EC50,2,253519.78999999998,nM,9.0,,105078|107498
1062,O15552,Efficacy,1,100.0,%,9.0,,49512
1062,O15552,IC50,1,130000.0,nM,9.0,,49512
1062,Q8VCK6,EC50,1,251188.64,nM,9.0,,107492
10644,Q96RI1,EC50,1,40.0,nM,9.0,7.4,131267
10655,Q8TDU6,EC50,1,80000.0,nM,9.0,,113312
10655,Q8TDU6,Efficacy,1,13.0,%,9.0,,113312
10661,O35678,IC50,1,0.67,nM,9.0,9.17,126234
10661,Q16739,IC50,1,5.0,nM,9.0,,126234
10661,Q8R431,IC50,1,0.97,nM,8.0,9.01,126234
10661,Q99685,IC50,2,1.505,nM,9.0,8.84,126234
10668,O14842,EC50,4,23.0,nM,9.0,7.645,122495|128248|129308
10668,O14842,Efficacy,1,97.0,%,9.0,,128248
107,P28223,EC50,1,0.503,nM,9.0,9.3,89292
107,P28223,Emax,1,119.0,%,9.0,,89292
107,Q7Z2W7,IC50,2,12000.0,nM,9.0,4.925000000000001,54012
10703,K9N7C7,IC50,1,10000.0,nM,8.0,,115086
10703,P0DTD1,IC50,1,30.0,nM,9.0,7.52,115086
10704,P07550,EC50,1,3200.0,nM,9.0,5.5,128647
10704,Q16602,EC50,1,0.14,nM,9.0,9.85,66709
10712,P11229,EC50,1,100.0,nM,9.0,,106319
10714,P43367,IC50,1,1774.2,nM,9.0,5.75,51887
10717,Q9NQS5,EC50,3,5.0,nM,9.0,8.3,111475|127082
10722,Q923Y9,EC50,1,35.0,nM,9.0,7.46,98744
10722,Q923Y9,Emax,1,69.0,%,9.0,,98744
10722,Q96RJ0,EC50,1,17.0,nM,9.0,7.77,98744
10722,Q96RJ0,Emax,1,82.0,%,9.0,,98744
10736,Q9Y5N1,IC50,1,0.55,nM,9.0,9.26,44709
10742,P21728,EC50,1,0.73,nM,9.0,9.14,112218
10742,P21728,Emax,1,88.0,%,9.0,,112218
10772,O76082,IC50,1,1700000.0,nM,8.0,,64742
10789,P05364,IC50,1,830.0,nM,8.0,6.08,13564
10789,P13661,IC50,1,4800.0,nM,8.0,5.32,13564
1079,O75899,EC50,1,5370.0,nM,7.0,5.27,92996
1079,Q9UBS5,EC50,1,5370.0,nM,7.0,5.27,92996
10793,P10520,EC50,1,64.0,nM,8.0,7.19,51887
1080,O75899,EC50,1,200.0,nM,6.0,6.7,1778
1080,Q9UBS5,EC50,1,200.0,nM,6.0,6.7,1778
10800,P07900,IC50,1,9234.0,nM,5.0,5.04,51887
10800,P08238,IC50,1,9234.0,nM,5.0,5.04,51887
10800,P0AE70,EC50,2,99000.0,nM,8.0,,51887
10816,P0AES4,IC50,1,500.0,nM,7.0,6.3,31810
10816,P0AES6,IC50,1,500.0,nM,7.0,6.3,31810
10816,P10520,EC50,1,668.0,nM,8.0,6.17,51887
10816,Q12809,IC50,2,129412.48000000001,nM,8.5,,16592|20904
10818,Q12809,IC50,2,90812.35500000001,nM,8.5,4.11,16592|20904
1082,P24046,IC50,1,5400.0,nM,9.0,5.27,38880
10827,O60840,IC50,1,105400.0,nM,4.0,,91875
10827,P02358,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P02359,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P02413,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7J3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7J7,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7K2,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7K6,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7L0,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7L3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7L8,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7M2,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7M6,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7M9,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7N1,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7N4,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7N9,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7P5,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7Q1,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7Q6,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7R5,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7R9,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7S3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7S9,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7T3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7T7,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7U3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7U7,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7V0,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7V3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7V8,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7W1,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7W7,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0A7X3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0AA10,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0ADY3,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0ADY7,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0ADZ0,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0ADZ4,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0AG44,IC50,1,8.0,ug.mL-1,0.0,,107671
