gtp_ligand_id,target_uniprot,standard_type,chembl_activity_count,chembl_standard_value_median,chembl_standard_units_set,chembl_confidence_median,chembl_pchembl_median,chembl_doc_id_set
3996,P08482,Efficacy,2,100.0,%,8.0,,318
3996,P08483,EC50,1,130.0,nM,8.0,6.89,14434
3996,P08485,IC50,1,470.0,nM,8.0,6.33,14434
3997,P36544,EC50,1,46.0,nM,8.0,7.34,39478
3998,P02708,IC50,1,100000.0,nM,7.0,,31361
3998,P07510,IC50,1,100000.0,nM,7.0,,31361
3998,P11230,IC50,1,100000.0,nM,7.0,,31361
3998,P30926,IC50,1,100000.0,nM,7.0,,31361
3998,P32297,IC50,1,100000.0,nM,7.0,,31361
3998,P36544,EC50,1,65.0,nM,8.0,7.19,39478
3998,Q07001,IC50,1,100000.0,nM,7.0,,31361
4,P08908,EC50,3,0.27,nM,9.0,9.57,127588|130150
4,P08908,Emax,1,95.0,%,9.0,,112090
4,P34969,EC50,3,5.1,nM,9.0,8.29,118638|130150|35308
4,P50407,EC50,2,630.0,nM,9.0,6.2,36609|45253
40,P28222,EC50,1,11.64,nM,9.0,7.93,122003
4003,Q96LB1,EC50,2,31622.78,nM,9.0,,131050
4024,Q9H3N8,EC50,1,1000.0,nM,9.0,6.0,54229
4024,Q9Y5N1,EC50,3,0.1995,nM,9.0,9.7,42062|52771|54229
4025,P25021,EC50,1,190.55,nM,9.0,6.72,65762
4025,P35367,EC50,1,15848.93,nM,9.0,4.8,54229
4025,P47747,EC50,2,403.57500000000005,nM,9.0,6.465,65762
4026,P31389,EC50,3,309.03,nM,9.0,6.51,15847
4026,P31389,Emax,3,84.0,,9.0,,15847
4026,P31390,EC50,1,851.14,nM,8.0,6.07,15847
4026,P31390,Emax,2,48.0,,8.0,,15847
4027,Q8TDV5,EC50,1,2500.0,nM,9.0,5.6,61336
4030,Q9HBW0,EC50,1,1800.0,nM,9.0,5.75,21365
4030,Q9HBW0,Emax,1,82.0,%,9.0,,21365
4030,Q9UBY5,IC50,1,384.0,nM,9.0,6.42,21365
4032,P21453,EC50,1,483.48,nM,9.0,6.32,128647
4032,Q5T601,IC50,1,10000.0,nM,9.0,,128647
4033,Q99705,IC50,4,8.2506,nM,9.0,8.55,31716|46458|48980|92732
4035,O43193,EC50,2,491.295,nM,9.0,6.955,124058|45438
4035,Q92847,EC50,1,1000.0,nM,9.0,,45438
4037,O43613,IC50,1,10000.0,nM,9.0,,127505
4037,O43614,IC50,1,8.0,nM,9.0,8.1,127505
4038,O43613,IC50,2,10000.0,nM,9.0,,127505|45435
4038,O43614,IC50,2,40.0,nM,9.0,7.4,127505|45435
4041,P35408,IC50,4,2.7,nM,9.0,8.57,124686|49707
4044,P41231,EC50,1,640.0,nM,9.0,6.19,57808
4044,P51582,EC50,1,23.0,nM,9.0,7.64,57808
4044,Q15077,EC50,1,740.0,nM,9.0,6.13,57808
4047,P25116,IC50,4,55.5,nM,9.0,7.26,105415|116736|42088
4047,P32249,IC50,1,4765.24,nM,9.0,5.32,128647
4047,Q9HC97,IC50,1,7574.0,nM,9.0,5.12,128647
4048,P25116,IC50,2,32.31,nM,9.0,7.49,108808
405,P14416,EC50,2,100000.0,nM,9.0,,90877
405,P29274,EC50,1,4330.0,nM,9.0,5.36,130491
405,P29274,Emax,4,83.5,%,9.0,,102186|107436
405,P29274,IC50,11,1.514,nM,9.0,8.82,102186|107436|109192|123445|123541|73625|90877
405,P29275,IC50,2,49.5,nM,9.0,7.305,102186|107436
4054,P10826,EC50,2,8.971499999999999,nM,8.0,8.05,30366|45988
4054,P10826,Efficacy,1,106.0,%,8.0,,45988
4055,P10826,EC50,3,125.89,nM,8.0,6.9,30366|45988
4055,P10826,Efficacy,1,92.0,%,8.0,,45988
4058,Q96LB1,EC50,2,10066.345000000001,nM,9.0,5.0,131050
4058,Q96LB1,Emax,2,63.92999999999999,%,9.0,,131050
4059,P31424,EC50,1,9.6,nM,9.0,8.02,31236
4069,P19490,EC50,2,18250.0,nM,9.0,4.925,47617
4069,P19491,EC50,1,92000.0,nM,9.0,4.04,47617
4069,P19492,EC50,1,13000.0,nM,9.0,4.89,47617
4069,P19493,EC50,1,6700.0,nM,9.0,5.17,47617
4069,P22756,EC50,2,355.0,nM,9.0,6.5649999999999995,47617
4069,P42260,EC50,1,1000000.0,nM,9.0,,47617
407,Q01066,IC50,1,70000.0,nM,5.0,4.16,10663
407,Q63421,IC50,1,70000.0,nM,5.0,4.16,10663
407,Q9EPR9,IC50,1,70000.0,nM,5.0,4.16,10663
4070,P19490,EC50,1,380.0,nM,9.0,6.42,45271
4070,P19491,EC50,1,460.0,nM,9.0,6.34,45271
4070,P19492,EC50,1,20900.0,nM,9.0,4.68,45271
4070,P19493,EC50,1,11900.0,nM,9.0,4.92,45271
4070,P42261,EC50,2,381.0,nM,8.0,6.42,50876
4070,P42262,EC50,1,463.0,nM,8.0,6.33,50876
4070,P42263,EC50,2,20900.0,nM,8.0,4.68,50876
4071,P19490,EC50,2,26400.0,nM,8.5,4.595,14175|45271
4071,P42264,EC50,1,140.0,nM,8.0,6.85,14175
4072,O75311,IC50,1,7000.0,nM,9.0,5.16,50825
4072,P23415,EC50,1,1200.0,nM,9.0,5.92,50825
408,P10275,IC50,1,20000.0,nM,9.0,4.7,48045
4082,P35439,IC50,1,80.0,nM,4.0,7.1,10155
4082,Q00959,IC50,1,80.0,nM,4.0,7.1,10155
4082,Q00960,IC50,1,80.0,nM,4.0,7.1,10155
4082,Q00961,IC50,1,80.0,nM,4.0,7.1,10155
4082,Q62645,IC50,1,80.0,nM,4.0,7.1,10155
4082,Q8VHN2,IC50,1,80.0,nM,4.0,7.1,10155
4082,Q9R1M7,IC50,1,80.0,nM,4.0,7.1,10155
409,P10275,IC50,2,5900.0,nM,9.0,5.23,48045
410,P32897,IC50,1,8560.0,nM,9.0,5.07,51887
410,P87108,IC50,2,67750.0,nM,9.0,4.45,51887
4107,P14867,EC50,1,1000000.0,nM,7.0,,36612
4107,P18505,EC50,1,1000000.0,nM,7.0,,36612
4107,P18507,EC50,1,1000000.0,nM,7.0,,36612
4108,P14867,EC50,1,160.0,nM,7.0,6.8,13922
4108,P14867,Efficacy,1,0.91,,7.0,,13922
4108,P18507,EC50,1,160.0,nM,7.0,6.8,13922
4108,P18507,Efficacy,1,0.91,,7.0,,13922
4108,P47870,EC50,1,160.0,nM,7.0,6.8,13922
4108,P47870,Efficacy,1,0.91,,7.0,,13922
4109,O35433,IC50,1,4000.0,nM,5.0,5.4,6745
4109,Q8NER1,IC50,1,4000.0,nM,9.0,5.4,49452
4109,Q9ERZ8,IC50,1,4000.0,nM,5.0,5.4,6745
4109,Q9WUD2,IC50,1,4000.0,nM,5.0,5.4,6745
411,Q07820,IC50,1,2988.26,nM,9.0,5.53,51887
411,Q9HC97,EC50,2,6265.0,nM,9.0,5.415,62079
411,Q9HC97,Efficacy,1,284.0,picometer,9.0,,62079
4117,O35433,IC50,1,9.0,nM,9.0,8.05,38185
4117,Q8NER1,IC50,6,3.5,nM,9.0,8.46,36045|36128|38185|55755|6394
4118,Q64663,IC50,3,309.03,nM,9.0,6.51,31280|38842|57694
4118,Q99572,IC50,4,124.46000000000001,nM,9.0,6.905,31280|38842|47494|57694
4119,Q64663,IC50,3,18.0,nM,9.0,7.75,38841|47097|48423
4119,Q99572,IC50,6,42.0,nM,9.0,7.380000000000001,38841|47097|47494|48423
4123,P42262,IC50,1,100000.0,nM,9.0,,35225
4123,Q13002,IC50,1,100000.0,nM,9.0,,35225
4124,P29994,EC50,4,2.1,nM,9.0,8.68,30786|31734|52073|61922
4125,P49654,IC50,3,10.0,nM,9.0,8.0,46133|46134
4125,P56373,IC50,3,39.81,nM,7.0,7.4,46133|46134
4125,Q9UBL9,IC50,3,39.81,nM,7.0,7.4,46133|46134
4128,O15244,IC50,1,23000.0,nM,8.0,4.64,64285
4128,P35439,IC50,5,92000.0,nM,5.0,4.04,44760|46408|49795
4128,Q00959,IC50,5,92000.0,nM,5.0,4.04,44760|46408|49795
4128,Q00960,IC50,5,92000.0,nM,5.0,4.04,44760|46408|49795
4128,Q00961,IC50,5,92000.0,nM,5.0,4.04,44760|46408|49795
4128,Q62645,IC50,5,92000.0,nM,5.0,4.04,44760|46408|49795
4128,Q63089,IC50,3,280000.0,nM,8.0,4.12,64651|64817
4128,Q8VHN2,IC50,5,92000.0,nM,5.0,4.04,44760|46408|49795
4128,Q9R0W2,IC50,3,270900.0,nM,8.0,,64651|64817
4128,Q9R1M7,IC50,5,92000.0,nM,5.0,4.04,44760|46408|49795
4129,O35433,IC50,9,0.9,nM,9.0,9.05,36135|37901|38526|41998|45756
4129,Q8NER1,IC50,6,0.76,nM,9.0,9.12,36135|38526|41998
4132,Q7Z2W7,IC50,2,175.0,nM,9.0,6.76,54012
4134,O75762,Efficacy,1,0.0,,9.0,,49442
4134,O75762,IC50,3,2800.0,nM,9.0,5.55,49442|51267|61037
4134,Q6RI86,IC50,1,3400.0,nM,9.0,5.47,61037
4134,Q8BLA8,IC50,1,4500.0,nM,9.0,5.35,51267
4136,K9N7C7,IC50,1,10000.0,nM,8.0,,115086
4136,P0DTD1,IC50,1,3020.0,nM,9.0,5.52,115086
4136,P10275,IC50,1,5200.0,nM,9.0,5.28,48045
4138,P19490,IC50,1,135.0,nM,9.0,6.87,66667
4138,Q00959,IC50,1,177.0,nM,9.0,6.75,66667
4139,P05106,IC50,2,52500.0,nM,7.0,5.3,12828
4139,P08514,IC50,2,52500.0,nM,7.0,5.3,12828
414,P0DMS8,EC50,1,27.0,nM,8.0,7.57,16675
414,P0DMS8,Efficacy,1,102.0,%,9.0,,35256
414,P29275,EC50,1,1680.0,nM,9.0,5.78,35256
414,Q9GZV3,IC50,2,1861.3200000000002,nM,8.0,,51887
4141,P19490,IC50,1,28000.0,nM,4.0,4.55,13878
4141,P19491,IC50,1,28000.0,nM,4.0,4.55,13878
4141,P19492,IC50,1,28000.0,nM,4.0,4.55,13878
4141,P19493,IC50,1,28000.0,nM,4.0,4.55,13878
4148,P24046,EC50,2,74000.0,nM,9.0,4.13,15883|44425
4148,P28476,EC50,1,70000.0,nM,9.0,4.16,15883
415,P0DMS8,EC50,1,210.0,nM,8.0,6.68,16675
4150,P08908,EC50,1,4200.0,nM,9.0,5.38,129324
4150,P08908,Emax,1,64.0,%,9.0,,129324
4150,P21554,EC50,1,1469.0,nM,9.0,5.83,129291
4150,P21554,IC50,1,3800.0,nM,9.0,5.42,129324
4150,P22002,IC50,1,100.0,nM,9.0,7.0,94011
4150,P34972,EC50,25,39.81,nM,9.0,7.4,122516|129291|129324
4150,P34972,Emax,22,103.05,%,9.0,,122516
4150,P35372,IC50,2,1055.5,nM,9.0,6.13,126813
4150,Q6RI86,EC50,1,96.0,nM,9.0,7.02,51267
4155,P35439,IC50,2,861.0,nM,4.0,6.715,10794|14614
4155,Q00959,IC50,2,861.0,nM,4.0,6.715,10794|14614
4155,Q00960,IC50,2,861.0,nM,4.0,6.715,10794|14614
4155,Q00961,IC50,2,861.0,nM,4.0,6.715,10794|14614
4155,Q62645,IC50,2,861.0,nM,4.0,6.715,10794|14614
4155,Q8VHN2,IC50,2,861.0,nM,4.0,6.715,10794|14614
4155,Q9R1M7,IC50,2,861.0,nM,4.0,6.715,10794|14614
4158,O75762,EC50,1,0.9,nM,9.0,9.05,53100
4158,O75762,IC50,1,3.6,mg.min/m3,9.0,,53100
4159,P38532,EC50,1,129200.0,nM,9.0,,51887
4159,P9WHJ3,EC50,1,12400.0,nM,8.0,4.91,51887
4159,Q96P20,IC50,2,15855.0,nM,9.0,5.075,51887
4163,P35439,IC50,5,73.0,nM,6.0,7.96,13002|15091
4163,Q00959,IC50,3,11.0,nM,4.0,7.975,13002|15091
4163,Q00960,IC50,4,26.0,nM,5.0,7.675,13002|15091|35160
4163,Q00961,IC50,3,11.0,nM,4.0,7.975,13002|15091
4163,Q13224,IC50,1,74.0,nM,9.0,7.13,57666
4163,Q62645,IC50,2,10.6,nM,4.0,7.975,13002
4163,Q8VHN2,IC50,2,10.6,nM,4.0,7.975,13002
4163,Q9R1M7,IC50,2,10.6,nM,4.0,7.975,13002
4165,P48058,EC50,1,1000000.0,nM,8.0,,15706
4167,P19491,EC50,1,7600.0,nM,9.0,5.12,45271
4167,P42261,EC50,1,1000.0,nM,8.0,6.0,50876
4167,P48058,EC50,2,3800.0,nM,8.5,5.42,15706|31638
418,P29274,EC50,1,0.4467,nM,4.0,9.35,10973
418,P29275,EC50,1,0.4467,nM,4.0,9.35,10973
418,P47745,EC50,1,5623.41,nM,9.0,5.25,10973
4182,P22002,IC50,1,470000.0,nM,9.0,,94011
4186,P35372,EC50,2,51019.5,nM,6.0,5.02,51887
4186,P41143,EC50,2,36820.5,nM,6.0,4.605,51887
4186,P47898,EC50,1,85847.0,nM,8.0,4.07,51887
4190,P08183,IC50,3,32300.0,nM,8.0,4.535,64447
4194,P05067,IC50,1,305000.0,nM,9.0,,30157
4194,Q4U2R8,IC50,1,1500.0,nM,8.0,5.82,64324
42,P08908,EC50,1,67.61,nM,8.0,7.17,2759
42,P08908,Efficacy,2,34.5,%,8.0,,2759
420,P29274,EC50,1,18.2,nM,4.0,7.74,10973
420,P29275,EC50,1,18.2,nM,4.0,7.74,10973
420,P47745,EC50,1,12589.25,nM,9.0,4.9,10973
4204,P63073,IC50,1,64000.0,nM,8.0,,51887
4204,Q07820,IC50,1,1523.1,nM,9.0,5.82,51887
4209,P19490,IC50,1,1000.0,nM,5.0,6.0,13578
4209,P19491,IC50,1,1000.0,nM,5.0,6.0,13578
4209,P19492,IC50,1,1000.0,nM,5.0,6.0,13578
4209,P19493,IC50,1,1000.0,nM,5.0,6.0,13578
4210,P19490,IC50,3,22000.0,nM,5.0,4.66,13578|30514|3702
4210,P19491,IC50,3,22000.0,nM,5.0,4.66,13578|30514|3702
4210,P19492,IC50,3,22000.0,nM,5.0,4.66,13578|30514|3702
4210,P19493,IC50,3,22000.0,nM,5.0,4.66,13578|30514|3702
4211,O75762,IC50,7,5300.0,nM,9.0,5.295,51267|60885|61037
4211,Q6RI86,IC50,2,3850.0,nM,9.0,5.465,60885|61037
4211,Q7Z2W7,IC50,1,30000.0,nM,9.0,,51267
4211,Q8NER1,IC50,1,20000.0,nM,9.0,,51267
4211,Q8NET8,IC50,1,10000.0,nM,9.0,,51267
4211,Q9HBA0,IC50,1,10000.0,nM,9.0,,51267
4212,P35236,IC50,2,52250.0,nM,9.0,5.35,51887
4212,Q9Y2R2,IC50,2,1816.5,nM,9.0,5.62,51887
422,P0DMS8,EC50,4,0.7505999999999999,nM,9.0,9.15,112218|16675|17361|77351
422,P0DMS8,Emax,1,72.0,%,9.0,,112218
422,P0DMS8,IC50,12,0.022144999999999998,nM,9.0,10.475000000000001,110795
422,P29274,EC50,1,79.43,nM,9.0,7.1,77351
422,P29275,EC50,2,5515.81,nM,8.5,6.23,15395|77351
422,P30542,EC50,1,31.62,nM,9.0,7.5,77351
422,Q9GZV3,IC50,2,2100.19,nM,8.0,,51887
4222,P29994,EC50,8,24.8,nM,9.0,7.61,30786|31734|52073|61922
4226,O00591,EC50,1,310000.0,nM,4.0,,1778
4226,O09028,EC50,1,3100.0,nM,5.0,5.51,98
4226,O14764,EC50,1,310000.0,nM,4.0,,1778
4226,P14867,EC50,2,235000.0,nM,5.5,,1778|4260
4226,P15431,EC50,1,3100.0,nM,5.0,5.51,98
4226,P18505,EC50,1,310000.0,nM,4.0,,1778
4226,P18506,EC50,1,3100.0,nM,5.0,5.51,98
4226,P18507,EC50,7,75000.0,nM,7.0,4.279999999999999,1778|4260
4226,P18508,EC50,1,3100.0,nM,5.0,5.51,98
4226,P19969,EC50,1,3100.0,nM,5.0,5.51,98
4226,P20236,EC50,1,3100.0,nM,5.0,5.51,98
4226,P23574,EC50,1,3100.0,nM,5.0,5.51,98
4226,P23576,EC50,1,3100.0,nM,5.0,5.51,98
4226,P28471,EC50,1,3100.0,nM,5.0,5.51,98
4226,P28472,EC50,7,75000.0,nM,7.0,4.279999999999999,1778|4260
4226,P28473,EC50,1,3100.0,nM,5.0,5.51,98
4226,P30191,EC50,1,3100.0,nM,5.0,5.51,98
4226,P31644,EC50,2,192500.0,nM,5.5,4.12,1778|4260
4226,P34903,EC50,2,182500.0,nM,5.5,4.26,1778|4260
4226,P47869,EC50,2,180000.0,nM,5.5,4.3,1778|4260
4226,P47870,EC50,1,310000.0,nM,4.0,,1778
4226,P48169,EC50,2,245000.0,nM,5.5,,1778|4260
4226,P62813,EC50,1,3100.0,nM,5.0,5.51,98
4226,P63079,EC50,1,3100.0,nM,5.0,5.51,98
4226,P63138,EC50,1,3100.0,nM,5.0,5.51,98
4226,P78334,EC50,1,310000.0,nM,4.0,,1778
4226,Q16445,EC50,2,165000.0,nM,5.5,4.7,1778|4260
4226,Q8N1C3,EC50,1,310000.0,nM,4.0,,1778
4226,Q91ZM7,EC50,1,3100.0,nM,5.0,5.51,98
4226,Q99928,EC50,1,310000.0,nM,4.0,,1778
4226,Q9ES14,EC50,1,3100.0,nM,5.0,5.51,98
4226,Q9UN88,EC50,1,310000.0,nM,4.0,,1778
4227,P14867,EC50,1,620000.0,nM,7.0,,4260
4227,P18507,EC50,6,395000.0,nM,7.0,,4260
4227,P23978,IC50,1,300000.0,nM,5.0,,7503
4227,P28472,EC50,6,395000.0,nM,7.0,,4260
4227,P31644,EC50,1,690000.0,nM,7.0,,4260
4227,P31646,IC50,1,300000.0,nM,5.0,,7503
4227,P31647,IC50,1,300000.0,nM,5.0,,7503
4227,P34903,EC50,1,370000.0,nM,6.0,,4260
4227,P47869,EC50,1,420000.0,nM,7.0,,4260
4227,P48056,IC50,1,300000.0,nM,5.0,,7503
4227,P48169,EC50,1,300000.0,nM,7.0,,4260
4227,Q16445,EC50,1,160000.0,nM,7.0,,4260
4228,O35433,IC50,2,59.0,nM,9.0,7.395,38185
4228,Q8NER1,IC50,3,65.0,nM,9.0,7.19,38185|53995
4229,P19490,IC50,1,65.0,nM,9.0,7.19,66667
4229,P22756,IC50,1,19.0,nM,9.0,7.72,66667
4229,Q00959,IC50,1,1710.0,nM,9.0,5.77,66667
4230,O35433,EC50,1,100000.0,nM,9.0,,49776
4230,O35433,IC50,5,37.0,nM,9.0,7.43,46701|49387|49776|6007|6745
4230,Q9ERZ8,IC50,2,37.0,nM,5.0,7.43,6007|6745
4230,Q9WUD2,IC50,2,37.0,nM,5.0,7.43,6007|6745
4232,Q13936,IC50,1,3200.0,nM,8.0,5.5,94011
4233,P35439,IC50,1,8860.0,nM,5.0,5.05,11872
4233,P35499,IC50,2,1550000.0,nM,8.0,,17035
4233,Q00959,IC50,1,8860.0,nM,5.0,5.05,11872
4233,Q00960,IC50,1,8860.0,nM,5.0,5.05,11872
4233,Q00961,IC50,1,8860.0,nM,5.0,5.05,11872
4233,Q13936,IC50,1,1800.0,nM,9.0,5.75,94011
4233,Q62645,IC50,1,8860.0,nM,5.0,5.05,11872
4233,Q8VHN2,IC50,1,8860.0,nM,5.0,5.05,11872
4233,Q9R1M7,IC50,1,8860.0,nM,5.0,5.05,11872
4235,Q99571,EC50,1,100000.0,nM,8.0,4.0,16611
4235,Q99572,EC50,1,34.0,nM,8.0,7.47,16611
4235,Q99572,IC50,10,115.0,nM,9.0,6.9399999999999995,17458|38252|45572|47494|48423|48997|5948|62419
4236,P49652,EC50,1,100000.0,nM,9.0,,16611
4236,P51575,EC50,1,2000.0,nM,8.0,5.7,16611
4236,P56373,EC50,1,9200.0,nM,8.0,5.04,16611
4236,Q9EPX4,EC50,1,100000.0,nM,8.0,,16611
4240,P35439,IC50,1,18.0,nM,7.0,7.75,15197
4240,Q00960,IC50,1,18.0,nM,7.0,7.75,15197
4241,P14867,Efficacy,1,2.0,%,7.0,,30553
4241,P18507,Efficacy,3,39.0,%,7.0,,30553
4241,P28472,Efficacy,3,39.0,%,7.0,,30553
4241,P31644,Efficacy,1,39.0,%,7.0,,30553
4241,P34903,Efficacy,1,43.0,%,7.0,,30553
4243,P35439,IC50,5,4200.0,nM,4.0,5.38,10794|11383|2984
4243,Q00959,IC50,5,4200.0,nM,4.0,5.38,10794|11383|2984
4243,Q00960,IC50,5,4200.0,nM,4.0,5.38,10794|11383|2984
4243,Q00961,IC50,5,4200.0,nM,4.0,5.38,10794|11383|2984
4243,Q62645,IC50,5,4200.0,nM,4.0,5.38,10794|11383|2984
4243,Q8VHN2,IC50,5,4200.0,nM,4.0,5.38,10794|11383|2984
4243,Q9R1M7,IC50,5,4200.0,nM,4.0,5.38,10794|11383|2984
4245,P19490,IC50,4,3900.0,nM,4.5,5.484999999999999,13405|13406|4021
4245,P19491,IC50,4,3900.0,nM,4.5,5.484999999999999,13405|13406|4021
4245,P19492,IC50,4,3900.0,nM,4.5,5.484999999999999,13405|13406|4021
4245,P19493,IC50,4,3900.0,nM,4.5,5.484999999999999,13405|13406|4021
4245,P22756,IC50,3,31700.0,nM,4.0,4.5,13405|13406|3687
4245,P35439,IC50,2,61150.0,nM,4.0,4.21,13405|13406
4245,P42260,IC50,3,31700.0,nM,4.0,4.5,13405|13406|3687
4245,P42264,IC50,3,31700.0,nM,4.0,4.5,13405|13406|3687
4245,Q00959,IC50,2,61150.0,nM,4.0,4.21,13405|13406
4245,Q00960,IC50,2,61150.0,nM,4.0,4.21,13405|13406
4245,Q00961,IC50,2,61150.0,nM,4.0,4.21,13405|13406
4245,Q01812,IC50,3,31700.0,nM,4.0,4.5,13405|13406|3687
4245,Q62645,IC50,2,61150.0,nM,4.0,4.21,13405|13406
4245,Q63273,IC50,3,31700.0,nM,4.0,4.5,13405|13406|3687
4245,Q8VHN2,IC50,2,61150.0,nM,4.0,4.21,13405|13406
4245,Q9R1M7,IC50,2,61150.0,nM,4.0,4.21,13405|13406
4248,P48058,EC50,1,4400.0,nM,8.0,5.36,15706
4249,P42262,EC50,3,559.0,nM,9.0,6.25,31638|53867
4249,P48058,EC50,4,355.0,nM,8.5,6.46,15706|16419|31638
4253,P35439,IC50,5,1500.0,nM,5.0,5.82,44760|46408|49795
4253,Q00959,IC50,5,1500.0,nM,5.0,5.82,44760|46408|49795
4253,Q00960,IC50,5,1500.0,nM,5.0,5.82,44760|46408|49795
4253,Q00961,IC50,5,1500.0,nM,5.0,5.82,44760|46408|49795
4253,Q05586,IC50,2,965.5,nM,7.0,6.015000000000001,36178
4253,Q12879,IC50,1,911.0,nM,7.0,6.04,36178
4253,Q13224,IC50,1,1020.0,nM,7.0,5.99,36178
4253,Q62645,IC50,5,1500.0,nM,5.0,5.82,44760|46408|49795
4253,Q8VHN2,IC50,5,1500.0,nM,5.0,5.82,44760|46408|49795
4253,Q9R1M7,IC50,5,1500.0,nM,5.0,5.82,44760|46408|49795
4255,Q61143,IC50,1,17900.0,nM,8.0,,51887
4255,Q9QUQ5,EC50,1,2.7,nM,9.0,,51887
4255,Q9QUQ5,IC50,4,1735.0,nM,8.0,,51887
4257,O09028,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P14867,Efficacy,1,-16.0,%,7.0,,30687
4257,P15431,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P18505,Efficacy,1,-16.0,%,7.0,,30687
4257,P18506,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P18507,Efficacy,1,-16.0,%,7.0,,30687
4257,P18508,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P19969,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P20236,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P23574,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P23576,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P28471,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P28473,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P30191,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P62813,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P63079,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,P63138,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,Q91ZM7,EC50,1,0.015,ug.mL-1,5.0,,125532
4257,Q9ES14,EC50,1,0.015,ug.mL-1,5.0,,125532
4264,O15303,IC50,1,74000.0,nM,9.0,4.13,48502
4264,P19490,IC50,9,214.0,nM,5.0,6.67,13063|13578|15959|2198|30370|30912|3702|4021|4478
4264,P19491,IC50,9,214.0,nM,5.0,6.67,13063|13578|15959|2198|30370|30912|3702|4021|4478
4264,P19492,IC50,9,214.0,nM,5.0,6.67,13063|13578|15959|2198|30370|30912|3702|4021|4478
4264,P19493,IC50,9,214.0,nM,5.0,6.67,13063|13578|15959|2198|30370|30912|3702|4021|4478
4264,P22756,IC50,3,90.0,nM,4.0,7.05,13063|13352|3687
4264,P23818,IC50,1,200.0,nM,5.0,6.7,31874
4264,P23819,IC50,1,200.0,nM,5.0,6.7,31874
4264,P35439,IC50,1,255000.0,nM,4.0,,13352
4264,P39086,IC50,3,37000.0,nM,9.0,4.43,30912|35225
4264,P42260,IC50,3,90.0,nM,4.0,7.05,13063|13352|3687
4264,P42261,IC50,1,6000.0,nM,9.0,5.22,30912
4264,P42262,IC50,2,2500.0,nM,9.0,5.6,30912|35225
4264,P42263,IC50,1,1900.0,nM,9.0,5.72,30912
4264,P42264,IC50,3,90.0,nM,4.0,7.05,13063|13352|3687
4264,P48058,IC50,1,1100.0,nM,9.0,5.96,30912
4264,Q00959,IC50,1,255000.0,nM,4.0,,13352
4264,Q00960,IC50,1,255000.0,nM,4.0,,13352
4264,Q00961,IC50,1,255000.0,nM,4.0,,13352
4264,Q01812,IC50,3,90.0,nM,4.0,7.05,13063|13352|3687
4264,Q13002,IC50,2,29000.0,nM,9.0,4.54,30912|35225
4264,Q62645,IC50,1,255000.0,nM,4.0,,13352
4264,Q63273,IC50,3,90.0,nM,4.0,7.05,13063|13352|3687
4264,Q8VHN2,IC50,1,255000.0,nM,4.0,,13352
4264,Q9R1M7,IC50,1,255000.0,nM,4.0,,13352
4264,Q9Z2W8,IC50,1,200.0,nM,5.0,6.7,31874
4264,Q9Z2W9,IC50,1,200.0,nM,5.0,6.7,31874
4265,K9N7C7,IC50,1,10000.0,nM,8.0,,115086
4265,P03070,IC50,1,21860.0,nM,9.0,,51887
4265,P07900,IC50,2,16311.6,nM,5.0,5.58,51887
4265,P08238,IC50,2,16311.6,nM,5.0,5.58,51887
4265,P09917,EC50,1,100.0,mg kg-1,8.0,,10917
4265,P09917,IC50,1,85.0,nM,8.0,7.07,10091
4265,P0DTD1,IC50,1,2590.0,nM,9.0,5.59,115086
4265,P11413,IC50,1,80000.0,nM,8.0,,51887
4265,P12527,IC50,2,2560.0,nM,8.5,6.109999999999999,10917|13358
4265,P25089,IC50,1,3034.18,nM,9.0,5.52,128647
4265,P32249,IC50,1,3634.82,nM,9.0,5.44,128647
4265,P35355,IC50,1,30000.0,nM,5.0,4.52,10917
4265,P38532,EC50,1,2319.0,nM,9.0,5.63,51887
4265,P61981,IC50,1,50000.0,nM,9.0,,51887
4265,Q63921,IC50,1,30000.0,nM,5.0,4.52,10917
4265,Q8IYL9,IC50,1,2334.32,nM,9.0,5.63,128647
4265,Q8TDV5,IC50,1,3545.26,nM,9.0,5.45,128647
4265,Q9BEG3,IC50,1,1000.0,nM,8.0,6.0,12143
4265,Q9BHT9,IC50,3,54900.0,nM,8.0,4.26,51887
4266,P49653,IC50,1,50000.0,nM,8.0,,16611
4266,P51575,IC50,1,210.0,nM,8.0,6.68,16611
4266,P56373,IC50,1,28500.0,nM,8.0,4.54,16611
4266,Q99571,IC50,1,100000.0,nM,8.0,,16611
427,P29274,EC50,1,50.0,nM,8.0,7.3,11517
